,CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG
0,00-1-000000,-19.8304,264.757,-19.8905,264.665,940.96,21.3179,975.8739999999999,905.9680000000001,0.371666,1.0771600000000001,35.9919,0.00788792,0.00842373,0.63675,0.560417,0.373749,0.00208495,0.000968482,0.568712,8088
1,00-1-000001,44.7763,328.602,44.4083,329.046,249.84,5.99621,289.44,245.78599999999997,0.528111,1.17761,127.00299999999999,0.011177600000000001,0.0151013,1.0527799999999998,0.209035,0.357296,0.00510045,0.00439887,0.627328,2785
2,00-1-000002,57.0866,82.0995,56.9,81.6464,599.778,21.579,632.571,561.435,0.460721,1.1267,149.162,0.0084645,0.0195153,0.776149,0.747352,0.37405700000000003,0.00309534,0.00203974,0.49237299999999995,5199
3,00-1-000003,1.96124,230.622,1.95072,230.588,558.762,14.1819,568.529,546.378,0.276416,1.04054,133.691,0.00707867,0.00783918,0.526945,0.532872,1.26271,0.00449557,0.0014,0.595221,4341
4,00-1-000004,-49.1496,266.347,-49.1833,266.353,654.332,17.5097,665.24,636.578,0.290365,1.04502,87.6468,0.00882679,0.0177327,0.568958,0.758631,1.38353,0.00462588,0.00153291,0.545924,5933
5,00-1-000005,-35.6024,208.486,-35.6221,208.49,505.31199999999995,12.8472,505.31300000000005,500.675,0.135169,1.00926,16.1189,0.00929176,0.010565,0.580106,0.8275889999999999,6.22741,0.0146167,0.00203114,0.557812,4433
6,00-1-000006,18.5231,175.55,18.5238,175.52900000000002,613.901,14.9925,630.7080000000001,599.553,0.31040999999999996,1.05196,8.9925,0.00603849,0.00764746,0.5218079999999999,0.41113,0.820895,0.00312823,0.00113041,0.621607,5143
7,00-1-000007,26.8611,149.162,26.8529,149.16899999999998,634.744,11.4685,638.3240000000001,629.685,0.163971,1.0137200000000002,168.301,0.00571334,0.006475700000000001,0.403332,0.41321599999999997,2.46237,0.00540635,0.000923478,0.615811,5186
8,00-1-000008,-4.38375,202.528,-4.38541,202.558,429.664,15.636,430.221,426.394,0.13308399999999998,1.00898,80.0141,0.00799754,0.00854882,0.61135,0.618142,7.19803,0.014983400000000001,0.00204822,0.741016,4076
9,00-1-000009,-32.6805,163.988,-32.7338,164.03599999999997,333.895,7.86563,355.845,319.81,0.438496,1.11268,72.0582,0.00682457,0.00657751,0.56011,0.367713,0.567546,0.00359057,0.00216889,0.585515,1559
10,00-1-000010,-57.2082,135.54,-57.2019,135.52200000000002,318.375,6.49627,324.868,312.342,0.275005,1.0401,28.5855,0.00580158,0.0114012,0.516221,0.411108,1.55657,0.006935500000000001,0.00214609,0.739815,1664
11,00-1-000011,-55.8051,314.334,-55.8185,314.298,354.103,11.2012,361.98400000000004,337.898,0.358677,1.07128,106.197,0.0122755,0.0249771,0.748079,1.11679,2.24585,0.00946967,0.00417588,0.497896,1155
12,00-1-000012,-52.6979,177.58700000000002,-52.2431,178.169,2491.87,63.3979,2612.57,2373.25,0.41811099999999995,1.10084,155.27200000000002,0.0438573,0.0785313,3.4948900000000003,3.17211,0.67804,0.00373215,0.00208173,0.797656,1267
13,00-1-000013,8.25292,28.416,7.40101,28.2932,907.122,36.8429,959.59,746.815,0.6279359999999999,1.28491,174.12099999999998,0.192472,0.140802,10.5605,18.9616,2.45127,0.026692400000000005,0.0355566,0.5101,17
14,00-1-000014,-22.441999999999997,344.611,-22.4573,344.529,659.206,29.9805,735.903,573.493,0.626644,1.28319,9.634689999999999,0.100461,0.111687,7.504,7.43469,2.20945,0.015985,0.021164500000000003,0.805077,15
15,00-1-000015,26.2091,147.494,26.1602,147.414,423.869,8.253260000000001,442.05,409.13599999999997,0.378644,1.08045,36.702,0.009197,0.0112391,0.7880659999999999,0.6336390000000001,0.959514,0.00534259,0.00255149,0.8574799999999999,661
16,00-1-000016,16.3974,59.4647,15.9414,58.7868,1114.52,17.746,1223.79,1098.04,0.44154099999999996,1.11453,26.3656,0.0703188,0.096559,9.44304,1.6013700000000002,1.29601,0.014317700000000003,0.0087522,0.185623,214
17,00-1-000017,27.0221,22.8638,26.4997,22.0053,866.199,10.6553,891.294,792.873,0.45678900000000006,1.1241299999999999,148.166,0.050730199999999996,0.058401,1.3769200000000001,3.7464,1.5419100000000001,0.00861218,0.00558831,0.204433,194
18,00-1-000018,-1.39324,86.1165,-1.08437,85.917,954.7239999999999,7.55485,979.9680000000001,942.6189999999999,0.273444,1.03962,127.07799999999999,0.0629624,0.030056799999999998,4.22524,1.6574099999999998,2.41695,0.0157553,0.00484085,0.177839,172
19,00-1-000019,-4.78646,291.203,-6.09377,291.428,463.755,5.20145,451.721,374.793,0.558211,1.20526,9.03887,0.030687,0.011137000000000001,0.377578,1.94966,0.566346,0.00649749,0.00635014,0.16459200000000002,165
20,00-1-000020,45.4832,152.893,45.5061,152.875,229.38099999999997,2.49119,233.763,225.266,0.267158,1.03772,169.608,0.00601885,0.00836257,0.48964300000000005,0.45237700000000003,2.18067,0.010086399999999999,0.00301121,0.287867,228
21,00-1-000021,13.9617,201.639,13.9009,201.81400000000002,429.904,5.64043,452.586,414.20099999999996,0.40302899999999997,1.09267,48.4166,0.015317700000000002,0.0272981,1.69035,0.865535,2.3932599999999997,0.008893999999999999,0.00467631,0.0868529,117
22,00-1-000022,-69.0838,111.708,-69.6198,112.818,296.911,8.23602,349.56300000000005,292.909,0.545778,1.1934200000000001,126.925,0.116851,0.302118,11.3129,1.65377,1.8385900000000002,0.0422628,0.039205800000000006,0.273877,245
23,00-1-000023,-22.5644,353.409,-22.641,353.535,214.053,2.49586,234.321,212.61900000000003,0.42029700000000003,1.10207,147.264,0.0152435,0.0246244,3.1848,0.330027,1.22878,0.0267987,0.0150762,0.367041,199
24,00-1-000024,40.1834,251.963,39.5004,252.113,209.32,1.8878400000000002,200.054,164.58,0.5685060000000001,1.21554,8.53708,0.0352854,0.013700799999999997,0.6029720000000001,2.33785,0.751542,0.0172873,0.0176511,0.212152,104
25,00-1-000025,34.2737,105.48700000000001,34.2684,105.48200000000001,208.894,0.815576,210.02700000000002,208.071,0.136163,1.0094,92.8625,0.00443358,0.0111101,0.484076,0.330205,22.6507,0.0201705,0.00282465,0.154597,121
26,00-1-000026,-57.2199,163.363,-57.2325,163.145,327.78,2.8092599999999996,329.476,317.547,0.26665,1.03757,101.955,0.00992966,0.0541885,0.614218,1.82627,3.4164199999999996,0.021061,0.0062729,0.37944,293
27,00-1-000027,51.1265,237.30599999999998,51.1396,237.428,659.596,24.3362,704.0060000000001,574.913,0.5771609999999999,1.22454,62.4142,0.0156006,0.0126882,0.5414939999999999,0.697244,0.354,0.00165938,0.00175859,0.029117700000000003,79
28,00-1-000028,-2.5289099999999998,52.8579,-0.7638189999999999,53.4884,652.877,7.98545,794.235,625.922,0.615571,1.2689,57.7241,1.18646,0.197685,63.805,22.6133,7.56119,0.0888723,0.11177100000000001,0.0381772,50
29,00-1-000029,-25.9578,320.599,-25.5449,320.86400000000003,796.3560000000001,17.4751,866.747,748.937,0.503358,1.1573,77.9691,0.076126,0.0784454,6.26869,2.06802,1.77735,0.0114832,0.0089594,0.09529860000000001,182
30,00-1-000030,-15.8284,34.7632,-15.8792,34.4699,871.995,12.1677,885.658,851.0319999999999,0.27688,1.04069,134.197,0.04189369999999999,0.0558605,3.17899,3.27864,3.08453,0.0175595,0.00547978,0.346515,406
31,00-1-000031,34.2595,342.856,34.2075,342.93300000000005,1198.39,12.6831,1212.14,1186.65,0.204032,1.02149,51.8645,0.0232431,0.0326956,1.96258,1.54925,3.9541800000000005,0.00976962,0.0021246,0.255605,494
32,00-1-000032,-51.6705,23.5685,-51.7178,23.6088,444.25699999999995,1.47235,449.84,325.60200000000003,0.689991,1.3815600000000001,82.3231,0.00435931,0.0173408,0.310658,2.8172200000000003,0.179026,0.00659064,0.011991799999999999,0.103929,50
33,00-1-000033,-17.3838,295.191,-16.8637,295.024,438.1,0.6971930000000001,432.56,400.92,0.375421,1.07892,23.2859,0.123269,0.014395699999999999,2.45189,9.28938,6.1324,0.0545827,0.025735900000000003,0.027570599999999997,61
34,01-1-000000,61.0386,188.02599999999998,61.0368,187.864,13.5213,0.7838930000000001,20.3166,12.2268,0.798638,1.66165,3.04981,0.0008641,0.0108963,0.35938000000000003,0.0515582,0.525231,0.00824661,0.030216500000000004,0.782975,125
35,01-1-000001,60.989,185.595,60.9761,185.59900000000002,13.0119,0.15179700000000002,13.1538,11.9469,0.41843500000000006,1.10102,5.0478,0.0007615689999999999,0.0007034060000000001,0.018822799999999997,0.0560937,1.00121,0.00967668,0.00540433,0.7146710000000001,96
36,01-1-000002,60.8108,183.046,60.81,183.047,27.2383,0.610923,27.3152,26.9785,0.15651099999999998,1.0124799999999998,81.5169,0.00166236,0.00363765,0.120674,0.12876300000000002,18.3058,0.040535699999999994,0.00658476,0.919356,294
37,01-1-000003,60.288999999999994,181.985,60.265,181.97,34.0852,0.353147,36.4163,34.0002,0.358174,1.0710600000000001,68.415,0.00488087,0.00306953,0.318777,0.056971900000000006,2.97327,0.021691299999999997,0.00954596,0.442108,158
38,01-1-000004,60.0685,179.072,60.0774,179.067,9.41146,0.159574,9.609869999999999,8.57067,0.452309,1.12125,23.1421,0.00117269,0.0008487789999999999,0.031085,0.0762845,2.18128,0.016654,0.0106185,0.7153149999999999,72
39,01-1-000005,61.2535,178.486,61.2506,178.485,20.4314,0.762848,22.4197,18.7264,0.549852,1.19723,62.4927,0.000996074,0.0023426,0.07890839999999999,0.0649562,1.0541,0.00627,0.00591624,0.857934,200
40,01-1-000006,61.1238,177.71400000000003,61.1257,177.715,9.709019999999999,0.0833155,9.80141,9.4815,0.25340300000000004,1.0337399999999999,155.65200000000002,0.00048589900000000003,0.000614972,0.0208986,0.0383604,3.4215800000000005,0.0168886,0.00472759,0.778118,86
41,01-1-000007,60.942,176.47799999999998,60.942,176.47799999999998,10.5378,0.098037,10.6178,10.4487,0.177726,1.0161799999999999,76.1288,0.000381004,0.000779517,0.028393599999999998,0.028199400000000003,7.76255,0.0207022,0.00386079,0.978289,124
42,01-1-000008,61.894,180.175,61.8935,180.173,14.0578,0.314689,14.5648,13.4532,0.383158,1.0826200000000001,107.286,0.0006666430000000001,0.00142812,0.049261599999999996,0.0514927,2.04048,0.0113737,0.00552981,0.932164,159
43,01-1-000009,61.5267,173.07,61.5268,173.07,14.2656,0.187924,14.6119,13.9089,0.306448,1.05054,125.89299999999999,0.000402297,0.000831475,0.0300548,0.029335900000000005,1.96619,0.00871076,0.00309496,0.982667,166
44,01-1-000010,60.8844,165.81,60.8879,165.812,17.3539,0.34579299999999996,17.644000000000002,16.7827,0.30863,1.05132,160.424,0.00219033,0.0022725,0.08249189999999999,0.135191,6.55887,0.0273035,0.00979188,0.751627,143
45,01-1-000011,61.2513,166.653,61.2494,166.65200000000002,12.0913,0.4956,13.6964,10.4524,0.646228,1.31037,17.3948,0.000506988,0.00112271,0.0397926,0.0356056,0.572481,0.00403488,0.00586673,0.893328,133
46,01-1-000012,60.5429,160.113,60.5427,160.114,10.7721,0.333497,11.4719,10.0567,0.48114700000000005,1.1407200000000002,101.63600000000001,0.000717361,0.00133986,0.053172500000000004,0.049151,1.67395,0.010758499999999999,0.0076836,1.0,126
47,01-1-000013,61.3704,161.061,61.3699,161.059,8.96958,0.148347,9.162410000000001,8.7209,0.306679,1.05063,151.274,0.000427213,0.000924828,0.0304099,0.0344721,3.39466,0.0152472,0.00542274,0.882792,96
48,01-1-000014,61.0881,161.596,61.0876,161.592,11.7217,0.264264,12.0393,11.2615,0.353601,1.06907,84.0853,0.000899052,0.00225228,0.060531600000000005,0.0754378,4.60849,0.020725099999999996,0.00895413,0.803193,106
49,01-1-000015,61.1596,157.334,61.1645,157.325,18.6929,0.335791,18.9127,18.0039,0.306256,1.0504799999999999,47.2153,0.00263031,0.00282647,0.0789399,0.170427,6.34839,0.030612200000000003,0.010867700000000001,0.7177319999999999,143
50,01-1-000016,61.3554,162.487,61.3549,162.487,8.6585,0.154333,8.83127,8.44996,0.290674,1.04513,168.06900000000002,0.000628542,0.00151312,0.043115499999999994,0.046201,6.7442,0.023086900000000004,0.00766085,0.814288,81
51,01-1-000017,60.9464,163.512,60.9465,163.512,11.0896,0.184218,11.3137,10.8491,0.283614,1.04282,53.8343,0.000636579,0.00128562,0.0476015,0.0456763,4.72576,0.0192985,0.00620697,0.98077,127
52,01-1-000018,61.6746,164.399,61.6762,164.399,8.99574,0.09174639999999999,9.10035,8.77864,0.26354099999999997,1.03665,176.518,0.000487689,0.000689093,0.0246488,0.0392171,3.6793699999999996,0.0184467,0.00541576,0.81594,83
53,01-1-000019,61.5794,165.132,61.5762,165.125,11.8502,0.179454,12.4274,11.5683,0.36534,1.07426,42.3051,0.000551378,0.00125269,0.0563388,0.030058299999999996,1.7489400000000002,0.0123935,0.00561329,0.8054319999999999,111
54,01-1-000020,61.4953,168.61700000000002,61.5052,168.61900000000003,11.6309,0.400495,12.3927,10.2556,0.561393,1.2083899999999999,163.63,0.00104508,0.00163718,0.057907600000000004,0.07767239999999999,1.41204,0.010856000000000001,0.0107536,0.798794,107
55,01-1-000021,62.1328,170.382,62.1329,170.382,8.82122,0.12998800000000002,9.113439999999999,8.52097,0.354677,1.0695299999999999,87.3255,0.00038694900000000004,0.000794256,0.0286101,0.027643599999999997,2.2222,0.011127100000000001,0.00482833,0.968892,100
56,01-1-000022,62.3499,172.394,62.35,172.395,9.52443,0.127442,9.77825,9.27024,0.31813,1.0548,94.2768,0.000306671,0.0006248930000000001,0.0227042,0.0215234,2.04356,0.00927689,0.00346352,1.0,112
57,01-1-000023,63.3086,171.44099999999997,63.3108,171.455,11.5848,0.29189,12.1701,10.6057,0.49047299999999994,1.1475,123.93700000000001,0.000390508,0.00116855,0.0287972,0.0388603,0.965693,0.00675355,0.00500508,0.80958,104
58,01-1-000024,63.0361,173.628,63.0321,173.62599999999998,9.67902,0.230942,10.2643,8.89293,0.499363,1.15421,178.872,0.0006428019999999999,0.00131334,0.035208699999999996,0.0431545,1.55283,0.00893288,0.00685903,0.7163609999999999,77
59,01-1-000025,62.005,173.287,62.0051,173.28799999999998,8.72143,0.199124,8.95658,8.46291,0.327413,1.05833,41.6212,0.000682993,0.00151495,0.0523909,0.0503364,4.9405,0.022747999999999997,0.00882889,0.9580930000000001,97
60,01-1-000026,61.6941,172.365,61.6953,172.364,83.2894,1.46455,83.6108,82.7636,0.141995,1.01024,166.72099999999998,0.00180345,0.00373407,0.12858499999999998,0.12953,7.63145,0.0151412,0.00221667,0.95062,909
61,01-1-000027,62.8265,177.19299999999998,62.8215,177.18099999999998,14.5861,0.683581,16.2786,12.4893,0.641382,1.3034,155.77,0.0009584410000000001,0.00249649,0.0746212,0.07591310000000001,0.9969819999999999,0.00698686,0.00992286,0.837822,138
62,01-1-000028,62.5616,175.174,62.57,175.188,8.817910000000001,0.461453,10.4205,7.93042,0.648708,1.314,46.7777,0.00154287,0.00304714,0.147348,0.06977760000000001,1.49706,0.0148691,0.0218835,0.835889,87
63,01-1-000029,62.465,177.632,62.4484,177.644,34.1025,1.08085,35.281,31.603,0.44455200000000006,1.11638,24.9292,0.0024996,0.0042158000000000004,0.139095,0.202455,1.83854,0.013576699999999999,0.00839755,0.811082,324
64,01-1-000030,63.3087,179.725,63.3068,179.722,14.2857,0.228073,14.7482,13.6439,0.37967199999999995,1.08094,128.618,0.0005406580000000001,0.0008562089999999999,0.0279998,0.0357999,1.5323,0.00730061,0.00350083,0.808584,134
65,01-1-000031,63.1586,184.16299999999998,63.1589,184.16299999999998,23.9923,0.816731,24.781,23.0168,0.370559,1.07665,79.4938,0.00201111,0.00431777,0.146779,0.138835,4.00235,0.019681,0.00910173,0.9332739999999999,250
66,01-1-000032,62.9907,188.895,62.9908,188.895,19.1243,0.390788,19.7899,18.4405,0.36292800000000003,1.0731700000000002,115.37799999999999,0.000730227,0.00153125,0.0536138,0.0510559,1.86349,0.00926745,0.00415708,1.0,225
67,01-1-000033,61.9458,189.465,61.9446,189.46200000000002,11.5765,0.390488,11.887,11.2451,0.324155,1.05708,50.2254,0.00238697,0.00274286,0.1349,0.10598699999999998,11.079,0.0407274,0.0155941,0.789975,105
68,01-1-000034,62.5659,190.59400000000002,62.5657,190.59599999999998,10.6494,0.311632,11.2584,10.073,0.446651,1.11768,29.587,0.000670738,0.00176298,0.058107500000000006,0.0487505,2.2561299999999997,0.012680799999999999,0.00790807,0.8974850000000001,111
69,01-1-000035,62.2349,192.972,62.2497,192.97799999999998,16.1007,0.272919,16.3905,14.7824,0.43196599999999996,1.1087799999999999,165.804,0.00142851,0.00142186,0.0452611,0.10714100000000001,1.5953,0.014605000000000002,0.00859985,0.737387,123
70,01-1-000036,62.035,197.077,62.0132,197.15900000000002,22.691,0.5382680000000001,26.4288,21.9854,0.554967,1.20211,150.75,0.00202944,0.00692844,0.263952,0.063253,0.962471,0.01296,0.012494,0.741677,192
71,01-1-000037,61.7687,198.048,61.7729,198.042,26.9385,0.479322,27.57,26.5353,0.271385,1.0389899999999999,118.10600000000001,0.00149203,0.00413538,0.139382,0.0766979,5.27206,0.0198781,0.00605058,0.7596689999999999,235
72,01-1-000038,60.5461,201.53799999999998,60.54600000000001,201.53799999999998,14.1778,0.184657,14.2221,14.1029,0.129187,1.00845,83.6573,0.0007045069999999999,0.00142019,0.05241669999999999,0.0518686,20.3413,0.039631400000000004,0.00525076,1.0,170
73,01-1-000039,60.224,202.778,60.2233,202.778,14.347999999999999,0.545933,15.9725,12.7559,0.601847,1.25217,9.23979,0.000879725,0.00208238,0.0753788,0.0648777,1.03705,0.00735256,0.00868796,1.0,168
74,01-1-000040,61.323,205.80599999999998,61.3235,205.801,9.069510000000001,0.11755499999999999,9.1945,8.7547,0.305576,1.05024,76.8323,0.000386791,0.00133207,0.0285101,0.050991699999999994,3.17238,0.0195771,0.00692992,0.78447,83
75,01-1-000041,61.8748,201.09,61.8748,201.09,7.771739999999999,0.112823,8.006789999999999,7.535939999999999,0.33786700000000003,1.0624799999999999,178.558,0.000302695,0.0006740989999999999,0.023488299999999997,0.022478400000000003,2.29275,0.010969,0.00444506,0.9672559999999999,89
76,01-1-000042,62.0534,199.19400000000002,62.0542,199.197,10.1182,0.22345,10.307,9.78466,0.314297,1.05338,110.49700000000001,0.000716897,0.00182746,0.052050099999999995,0.0691377,4.7072,0.024903599999999998,0.00914864,0.8445239999999999,100
77,01-1-000043,62.2769,200.437,62.2767,200.43900000000002,9.08975,0.39343,9.42365,8.67788,0.389888,1.08594,106.52,0.00125405,0.00252696,0.0908581,0.0855219,5.76492,0.0299862,0.0149719,1.0,105
78,01-1-000044,62.692,196.63,62.6928,196.628,10.2426,0.23019099999999998,10.7313,9.67398,0.432841,1.1093,34.8579,0.000509835,0.00114977,0.03787619999999999,0.0390839,1.6971900000000002,0.0100721,0.00595103,0.9113760000000001,109
79,01-1-000045,63.0131,194.513,63.0131,194.513,12.7017,0.160888,12.8711,12.5159,0.23331,1.0283799999999998,149.084,0.000492774,0.00109514,0.036976300000000004,0.0365981,4.82345,0.0166134,0.00421555,0.9852209999999999,147
80,01-1-000046,63.6221,194.157,63.622,194.157,11.5742,0.188095,11.9285,11.2074,0.342415,1.06434,178.47299999999998,0.000442665,0.00103634,0.0339689,0.0329129,2.17961,0.0105459,0.00435389,1.0,138
81,01-1-000047,63.8658,188.705,63.8723,188.703,45.4366,0.7360770000000001,46.5927,43.8394,0.33866199999999996,1.0628,172.095,0.00104296,0.00206655,0.06773580000000001,0.08014260000000001,1.18581,0.0061058,0.00248237,0.885126,448
82,01-1-000048,64.245,183.514,64.2416,183.50599999999997,13.2911,0.391121,13.8865,12.3506,0.457146,1.12436,123.24600000000001,0.00123722,0.00290124,0.0896736,0.103949,2.60963,0.0183562,0.0119277,0.868935,133
83,01-1-000049,64.168,185.498,64.1676,185.5,8.27519,0.120922,8.42043,8.07099,0.285087,1.04329,84.4671,0.00045524300000000003,0.00116472,0.034161800000000006,0.0402273,4.48041,0.0207105,0.00670485,0.8782559999999999,84
84,01-1-000050,63.0117,181.065,63.0127,181.07299999999998,18.1349,0.9460379999999999,21.0806,15.4327,0.6812199999999999,1.3659700000000001,174.079,0.00105248,0.00298727,0.0993563,0.07879860000000001,0.723542,0.0054668,0.00949175,0.9688950000000001,197
85,01-1-000051,63.2202,181.541,63.2264,181.532,24.8518,0.676312,26.0587,23.4065,0.43954399999999993,1.11331,4.15538,0.0030054,0.00617887,0.16625299999999998,0.1707,3.39699,0.0177858,0.0107876,0.725378,189
86,01-1-000052,63.5505,179.886,63.5564,179.887,10.3823,0.14077699999999999,10.5398,9.83685,0.359095,1.0714700000000001,5.9455,0.00100486,0.00108005,0.0280548,0.0644573,2.84247,0.017156,0.00757808,0.71236,83
87,01-1-000053,64.1041,178.19299999999998,64.1043,178.19299999999998,38.2615,0.751549,39.3537,37.1587,0.329303,1.0590700000000002,67.6307,0.00111031,0.00243082,0.08251389999999999,0.077335,1.73695,0.00799842,0.00312878,0.9959540000000001,429
88,01-1-000054,63.7623,179.637,63.7641,179.639,9.52937,0.123695,9.69386,9.244760000000001,0.300847,1.0485799999999998,152.774,0.00171646,0.00147011,0.060864499999999995,0.08848500000000001,8.5659,0.034605300000000006,0.012003,0.715191,73
89,01-1-000055,64.059,178.778,64.0589,178.778,9.482999999999999,0.203675,9.9392,9.01397,0.421321,1.10264,175.56599999999997,0.00046404,0.00113105,0.0371958,0.035283999999999996,1.75046,0.010571899999999999,0.00597134,1.0,106
90,01-1-000056,64.1383,180.676,64.1383,180.676,9.08681,0.09962439999999999,9.14139,9.01672,0.164588,1.01383,137.904,0.000913583,0.00107061,0.0426811,0.0465147,21.3096,0.0411293,0.00705407,0.7780729999999999,75
91,01-1-000057,64.4658,180.671,64.4659,180.671,14.4263,0.310183,15.1674,13.6799,0.431889,1.10874,107.802,0.0006448469999999999,0.00139448,0.0477825,0.044627099999999996,1.4506,0.0085419,0.00502821,0.9821139999999999,163
92,01-1-000058,62.8049,183.523,62.8072,183.51,110.15899999999999,1.6099299999999999,111.29299999999999,108.96700000000001,0.203407,1.02135,4.57335,0.0027917,0.00673611,0.223322,0.199438,4.355980000000001,0.012799799999999998,0.00277393,0.669679,713
93,01-1-000059,63.5005,176.035,63.5003,176.035,8.21572,0.195803,8.5407,7.88735,0.383594,1.08283,76.1039,0.0006057069999999999,0.00127623,0.0455503,0.0421435,3.0849900000000003,0.016784900000000002,0.00817479,0.9731209999999999,96
94,01-1-000060,64.5669,175.392,64.5716,175.387,14.4478,0.379811,15.2155,13.398,0.473947,1.13565,29.5092,0.00174414,0.00214124,0.07738819999999999,0.09351439999999998,2.73175,0.014128899999999998,0.00980779,0.7622260000000001,124
95,01-1-000061,64.384,172.52700000000002,64.3841,172.52700000000002,16.4755,0.251328,16.5298,16.394000000000002,0.127946,1.00829,1.38311,0.0006320680000000001,0.00144137,0.0454209,0.0464118,16.396,0.030330700000000002,0.00397797,1.0,198
96,01-1-000062,63.8351,170.128,63.8346,170.13099999999997,17.7949,0.51441,18.9567,16.6244,0.480549,1.14029,76.7184,0.00120829,0.00248375,0.0892172,0.0798,1.7276599999999998,0.0107587,0.007665600000000001,0.98954,204
97,01-1-000063,63.2432,165.139,63.245,165.149,14.1779,0.191141,14.3677,13.6577,0.310465,1.05198,102.65100000000001,0.000523267,0.0016866,0.030139999999999997,0.06034169999999999,2.47018,0.014234899999999998,0.0051451,0.7582720000000001,120
98,01-1-000064,62.9436,164.297,62.9538,164.322,19.4175,0.718143,22.0504,17.7935,0.590625,1.23924,59.0636,0.0010056000000000002,0.00229453,0.0914957,0.049107599999999994,0.742919,0.00549419,0.00617563,0.826723,174
99,01-1-000065,62.6793,162.439,62.6709,162.438,11.4943,0.431195,11.9974,10.4517,0.490986,1.1478899999999999,6.06836,0.00199222,0.0029974,0.0860562,0.13228299999999998,3.73789,0.0224871,0.0166993,0.7368100000000001,92
100,01-1-000066,62.9494,162.779,62.9527,162.783,17.1482,0.178701,17.3264,16.7139,0.263545,1.03665,154.05100000000002,0.000664083,0.00115779,0.0322149,0.057300699999999996,2.6409700000000003,0.013770600000000001,0.00404298,0.7855479999999999,150
101,01-1-000067,62.5341,161.565,62.5346,161.564,10.904000000000002,0.864014,13.6341,8.393369999999999,0.788048,1.6244,94.6373,0.00100426,0.00153245,0.0730938,0.053028399999999996,0.543886,0.0039848,0.013459700000000002,1.0,125
102,01-1-000068,61.0049,156.089,61.0047,156.089,12.039000000000001,0.20767199999999997,12.2284,11.8336,0.25204499999999996,1.03336,45.0918,0.000539581,0.00112917,0.0404344,0.039523,4.84109,0.0174623,0.00485665,0.9786879999999999,140
103,01-1-000069,62.4875,154.858,62.4867,154.859,50.4545,1.59188,52.5884,48.0453,0.406588,1.09456,127.145,0.0021208999999999998,0.0045303,0.15908,0.152624,1.60388,0.00900521,0.00480135,1.0,549
104,01-1-000070,61.5818,152.947,61.58,152.941,9.08739,0.163476,9.50065,8.86566,0.359454,1.07162,35.0494,0.000567453,0.00376504,0.101261,0.051567999999999996,5.71739,0.029414999999999997,0.0130119,0.731016,70
105,01-1-000071,61.5893,152.32299999999998,61.5894,152.314,17.6015,0.44155600000000006,18.2834,16.6435,0.413933,1.09853,116.539,0.000883467,0.00237305,0.0661529,0.0799968,2.17455,0.012043700000000001,0.00660887,0.8389549999999999,161
106,01-1-000072,60.4106,152.346,60.4107,152.347,13.6952,0.191669,14.0497,13.3357,0.31473,1.05354,141.713,0.000406995,0.000826876,0.030937799999999998,0.029803500000000004,1.9695599999999998,0.00898125,0.00330542,1.0,165
107,01-1-000073,60.4893,154.356,60.4896,154.36700000000002,8.97966,0.224649,9.84511,8.503969999999999,0.503876,1.15771,9.63396,0.00037207900000000004,0.00136741,0.051231200000000005,0.027929500000000003,1.15404,0.00911171,0.00712392,0.829957,88
108,01-1-000074,60.6651,148.845,60.6648,148.845,11.8793,0.312335,12.6574,11.11,0.47911400000000004,1.13927,165.54,0.00048729800000000005,0.00107389,0.0389015,0.035672300000000004,1.1474799999999998,0.00714738,0.00506372,1.0,142
109,01-1-000075,60.3017,149.602,60.3266,149.601,28.243000000000002,0.578292,28.3512,26.3607,0.368086,1.07551,175.739,0.0067119,0.00354255,0.11631,0.442742,5.037669999999999,0.0406069,0.018594799999999998,0.518518,144
110,01-1-000076,60.8359,149.209,60.8306,149.208,11.8373,0.32751399999999997,12.888,11.0517,0.514452,1.16615,79.4699,0.00082861,0.00162176,0.05879109999999999,0.0370438,1.38414,0.00809125,0.00660128,0.7383850000000001,100
111,01-1-000077,60.3311,147.686,60.3278,147.685,9.10575,0.114033,9.276580000000001,8.71835,0.34165999999999996,1.06403,169.917,0.000427521,0.00057004,0.020744799999999997,0.034307300000000006,1.8020200000000002,0.011701000000000001,0.00481591,0.792439,82
112,01-1-000078,60.5676,147.82299999999998,60.5581,147.817,7.51545,0.404133,8.93205,6.732060000000001,0.657222,1.32679,83.9031,0.0019091999999999998,0.00244119,0.133485,0.0608919,2.02166,0.0150987,0.023177200000000002,0.766491,69
